Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,Bookmakers Surveyed
20-Aug-16,19:25,Collingwood,Gold Coast,Etihad Stadium,118,47,,16,22,6,11, 1.22 , 4.22 ,15
20-Aug-16,16:35,GWS Giants,Fremantle,Spotless Stadium,129,37,,19,15,5,7, 1.01 , 15.11 ,15
20-Aug-16,14:10,Richmond,St Kilda,MCG,46,55,,6,10,7,13, 2.31 , 1.62 ,15
20-Aug-16,13:45,North Melbourne,Sydney,Blundstone Arena,76,85,,10,16,12,13, 3.47 , 1.31 ,15
19-Aug-16,18:10,West Coast,Hawthorn,Domain Stadium,92,67,,13,14,10,7, 1.76 , 2.05 ,15
14-Aug-16,14:40,Fremantle,Adelaide,Domain Stadium,70,142,,11,4,21,16, 7.42 , 1.09 ,15
14-Aug-16,15:20,Richmond,Geelong,MCG,78,82,,12,6,10,22, 5.51 , 1.15 ,14
14-Aug-16,13:10,Essendon,Gold Coast,Etihad Stadium,75,69,,11,9,9,15, 3.04 , 1.38 ,14
13-Aug-16,19:10,Port Adelaide,Melbourne,Adelaide Oval,54,94,,8,6,13,16, 1.44 , 2.78 ,15
13-Aug-16,19:25,St Kilda,Sydney,Etihad Stadium,76,146,,11,10,23,8, 3.32 , 1.33 ,15
13-Aug-16,16:35,GWS Giants,West Coast,Spotless Stadium,96,97,,14,12,14,13, 1.27 , 3.73 ,15
13-Aug-16,14:10,Hawthorn,North Melbourne,MCG,96,57,,14,12,8,9, 1.27 , 3.73 ,15
13-Aug-16,13:45,Brisbane,Carlton,Gabba,99,95,,15,9,13,17, 3.15 , 1.35 ,15
12-Aug-16,19:50,Western Bulldogs,Collingwood,Etihad Stadium,95,92,,14,11,14,8, 1.35 , 3.21 ,15
07-Aug-16,14:40,Fremantle,West Coast,Domain Stadium,64,110,,9,10,17,8, 5.21 , 1.16 ,15
07-Aug-16,15:20,Geelong,Essendon,Etihad Stadium,100,34,,15,10,4,10, 1.01 , 16.14 ,15
07-Aug-16,13:10,Carlton,St Kilda,MCG,51,122,,7,9,19,8, 2.34 , 1.60 ,15
06-Aug-16,19:10,Adelaide,Brisbane,Adelaide Oval,177,39,,27,15,6,3, 1.01 , 17.55 ,15
06-Aug-16,19:25,Western Bulldogs,North Melbourne,Etihad Stadium,61,47,,9,7,7,5, 2.23 , 1.65 ,15
06-Aug-16,16:35,Gold Coast,GWS Giants,Metricon Stadium,84,92,,13,6,14,8, 7.22 , 1.09 ,15
06-Aug-16,14:10,Melbourne,Hawthorn,MCG,110,81,,17,8,11,15, 4.38 , 1.21 ,15
06-Aug-16,13:45,Sydney,Port Adelaide,SCG,100,33,,14,16,4,9, 1.27 , 3.79 ,15
05-Aug-16,19:50,Richmond,Collingwood,MCG,92,77,,14,8,11,11, 3.25 , 1.34 ,15
31-Jul-16,16:10,Adelaide,Essendon,Adelaide Oval,143,61,,22,11,9,7, 1.01 , 17.47 ,14
31-Jul-16,13:20,Fremantle,Sydney,Domain Stadium,47,137,,7,5,21,11, 4.58 , 1.20 ,15
31-Jul-16,13:10,Melbourne,Gold Coast,MCG,66,64,,9,12,9,10, 1.15 , 5.48 ,15
30-Jul-16,19:25,Brisbane,Port Adelaide,Gabba,79,173,,11,13,25,23, 5.80 , 1.13 ,15
30-Jul-16,19:25,North Melbourne,St Kilda,Etihad Stadium,85,62,,12,13,8,14, 1.47 , 2.65 ,15
30-Jul-16,16:35,Collingwood,West Coast,MCG,91,72,,13,13,11,6, 2.03 , 1.77 ,15
30-Jul-16,14:10,Hawthorn,Carlton,University of Tasmania Stadium,74,55,,10,14,7,13, 1.07 , 8.32 ,14
30-Jul-16,13:45,GWS Giants,Richmond,Manuka Oval,111,23,,17,9,3,5, 1.07 , 8.06 ,15
29-Jul-16,19:50,Geelong,Western Bulldogs,Simonds Stadium,103,78,,16,7,11,12, 1.23 , 4.12 ,15
24-Jul-16,16:10,Port Adelaide,GWS Giants,Adelaide Oval,60,79,,9,6,11,13, 2.16 , 1.69 ,15
24-Jul-16,15:20,Hawthorn,Richmond,MCG,114,44,,16,18,5,14, 1.14 , 5.64 ,15
24-Jul-16,13:10,Essendon,Brisbane,Etihad Stadium,91,128,,12,19,20,8, 1.44 , 2.75 ,15
23-Jul-16,19:25,Geelong,Adelaide,Etihad Stadium,85,55,,12,13,7,13, 1.87 , 1.92 ,15
23-Jul-16,19:25,Western Bulldogs,St Kilda,Simonds Stadium,60,75,,9,6,11,9, 1.35 , 3.21 ,15
23-Jul-16,14:35,West Coast,Melbourne,Domain Stadium,66,60,,10,6,8,12, 1.15 , 5.30 ,15
23-Jul-16,14:10,Gold Coast,Fremantle,Metricon Stadium,105,81,,16,9,12,9, 1.86 , 1.92 ,15
23-Jul-16,13:45,Sydney,Carlton,SCG,74,68,,10,14,10,8, 1.05 , 8.92 ,15
22-Jul-16,19:50,Collingwood,North Melbourne,Etihad Stadium,84,124,,12,12,18,16, 1.92 , 1.86 ,15
17-Jul-16,16:40,Brisbane,GWS Giants,Gabba,67,146,,9,13,22,14, 7.38 , 1.09 ,15
17-Jul-16,15:20,St Kilda,Melbourne,Etihad Stadium,110,74,,15,20,11,8, 2.17 , 1.68 ,15
17-Jul-16,13:10,Carlton,West Coast,MCG,75,82,,11,9,12,10, 5.15 , 1.16 ,15
16-Jul-16,19:10,Adelaide,Collingwood,Adelaide Oval,97,69,,14,13,10,9, 1.17 , 5.05 ,15
16-Jul-16,19:25,Western Bulldogs,Gold Coast,Cazaly’s Stadium,107,59,,15,17,8,11, 1.10 , 6.76 ,15
16-Jul-16,16:35,North Melbourne,Port Adelaide,Etihad Stadium,77,105,,10,17,16,9, 1.39 , 2.95 ,15
16-Jul-16,13:40,Richmond,Essendon,MCG,102,83,,16,6,11,17, 1.16 , 5.19 ,15
15-Jul-16,18:10,Fremantle,Geelong,Domain Stadium,61,78,,9,7,11,12, 3.42 , 1.31 ,15
14-Jul-16,19:20,Sydney,Hawthorn,SCG,70,75,,10,10,11,9, 1.59 , 2.35 ,15
10-Jul-16,16:40,Essendon,St Kilda,Etihad Stadium,98,109,,14,14,17,7, 6.15 , 1.12 ,15
10-Jul-16,13:20,West Coast,North Melbourne,Domain Stadium,104,72,,16,8,11,6, 1.34 , 3.27 ,15
10-Jul-16,13:10,Carlton,Adelaide,MCG,47,107,,7,5,16,11, 5.72 , 1.14 ,14
09-Jul-16,19:10,Melbourne,Fremantle,TIO Stadium,87,55,,12,15,8,7, 1.51 , 2.53 ,15
09-Jul-16,19:25,Western Bulldogs,Richmond,Etihad Stadium,85,75,,12,13,11,9, 1.19 , 4.73 ,15
09-Jul-16,16:35,Gold Coast,Brisbane,Metricon Stadium,139,113,,22,7,17,11, 1.19 , 4.73 ,15
09-Jul-16,13:40,GWS Giants,Collingwood,Spotless Stadium,93,125,,14,9,19,11, 1.10 , 6.84 ,15
08-Jul-16,19:50,Geelong,Sydney,Simonds Stadium,60,98,,9,6,15,8, 1.37 , 3.10 ,15
07-Jul-16,19:20,Port Adelaide,Hawthorn,Adelaide Oval,79,101,,12,7,15,11, 2.16 , 1.69 ,15
03-Jul-16,15:20,Melbourne,Adelaide,MCG,98,120,,15,8,18,12, 3.59 , 1.29 ,14
02-Jul-16,19:25,Carlton,Collingwood,MCG,45,57,,6,9,8,9, 2.48 , 1.54 ,14
02-Jul-16,16:35,Sydney,Western Bulldogs,SCG,79,83,,11,13,13,5, 1.39 , 2.99 ,14
02-Jul-16,13:40,Gold Coast,St Kilda,Metricon Stadium,108,68,,15,18,8,20, 1.82 , 1.98 ,14
01-Jul-16,19:20,Port Adelaide,Richmond,Adelaide Oval,94,56,,14,10,8,8, 1.35 , 3.22 ,15
30-Jun-16,18:10,West Coast,Essendon,Domain Stadium,130,52,,20,10,7,10, 1.01 , 15.93 ,14
26-Jun-16,15:20,Hawthorn,Gold Coast,University of Tasmania Stadium,86,60,,12,14,8,12, 1.04 , 9.61 ,15
25-Jun-16,19:25,St Kilda,Geelong,Etihad Stadium,93,90,,14,9,13,12, 5.30 , 1.15 ,15
25-Jun-16,16:35,GWS Giants,Carlton,Spotless Stadium,127,65,,18,19,9,11, 1.06 , 9.21 ,15
25-Jun-16,13:40,Richmond,Brisbane,MCG,117,75,,17,15,11,9, 1.06 , 8.92 ,15
24-Jun-16,19:50,Collingwood,Fremantle,MCG,85,37,,12,13,5,7, 1.83 , 1.96 ,15
23-Jun-16,19:20,Adelaide,North Melbourne,Adelaide Oval,100,67,,12,28,10,7, 1.27 , 3.77 ,14
19-Jun-16,16:40,Essendon,GWS Giants,Etihad Stadium,90,117,,12,18,17,15, 12.72 , 1.02 ,13
19-Jun-16,13:10,Sydney,Melbourne,SCG,86,31,,12,14,4,7, 1.23 , 4.10 ,14
18-Jun-16,19:25,Western Bulldogs,Geelong,Etihad Stadium,43,100,,5,13,16,4, 2.51 , 1.53 ,14
18-Jun-16,14:35,Fremantle,Port Adelaide,Domain Stadium,86,69,,12,14,9,15, 2.41 , 1.57 ,14
18-Jun-16,13:40,Brisbane,West Coast,Gabba,82,131,,12,10,20,11, 7.95 , 1.08 ,14
17-Jun-16,19:50,North Melbourne,Hawthorn,Etihad Stadium,84,93,,11,18,14,9, 3.41 , 1.32 ,14
13-Jun-16,15:20,Melbourne,Collingwood,MCG,104,58,,16,8,8,10, 1.61 , 2.31 ,15
12-Jun-16,16:40,GWS Giants,Sydney,Spotless Stadium,105,63,,15,15,9,9, 1.99 , 1.81 ,15
12-Jun-16,15:20,Richmond,Gold Coast,MCG,114,97,,17,12,15,7, 1.17 , 5.00 ,15
12-Jun-16,13:10,St Kilda,Carlton,Etihad Stadium,110,78,,17,8,12,6, 2.48 , 1.54 ,15
11-Jun-16,17:40,West Coast,Adelaide,Domain Stadium,76,105,,11,10,15,15, 1.42 , 2.86 ,15
11-Jun-16,19:25,Geelong,North Melbourne,Etihad Stadium,105,74,,15,15,12,2, 1.89 , 1.90 ,15
11-Jun-16,16:35,Brisbane,Fremantle,Gabba,64,147,,9,10,23,9, 2.21 , 1.67 ,15
11-Jun-16,13:10,Port Adelaide,Western Bulldogs,Adelaide Oval,97,100,,14,13,15,10, 1.70 , 2.14 ,15
10-Jun-16,19:50,Essendon,Hawthorn,Etihad Stadium,43,151,,6,7,23,13, 12.24 , 1.03 ,14
05-Jun-16,16:10,Adelaide,St Kilda,Adelaide Oval,133,45,,19,19,6,9, 1.15 , 5.47 ,14
05-Jun-16,15:20,Western Bulldogs,West Coast,Etihad Stadium,83,75,,12,11,11,9, 1.76 , 2.04 ,14
05-Jun-16,13:10,Collingwood,Port Adelaide,MCG,58,125,,7,16,19,11, 1.95 , 1.84 ,14
04-Jun-16,17:40,Fremantle,Essendon,Domain Stadium,126,47,,20,6,6,11, 1.28 , 3.59 ,14
04-Jun-16,19:25,Gold Coast,Sydney,Metricon Stadium,41,79,,6,5,11,13, 6.11 , 1.12 ,14
04-Jun-16,16:35,Geelong,GWS Giants,Simonds Stadium,98,88,,14,14,14,4, 1.50 , 2.58 ,14
04-Jun-16,14:10,Carlton,Brisbane,Etihad Stadium,102,64,,16,6,9,10, 1.25 , 3.88 ,14
04-Jun-16,13:45,Hawthorn,Melbourne,MCG,82,64,,11,16,10,4, 1.24 , 3.97 ,14
03-Jun-16,19:50,North Melbourne,Richmond,Blundstone Arena,124,54,,18,16,7,12, 1.56 , 2.43 ,14
29-May-16,14:40,West Coast,Gold Coast,Domain Stadium,132,55,,20,12,7,13, 1.02 , 14.33 ,12
29-May-16,15:20,Collingwood,Western Bulldogs,MCG,53,74,,7,11,11,8, 2.79 , 1.44 ,12
29-May-16,13:10,Carlton,Geelong,Etihad Stadium,104,85,,16,8,12,13, 7.61 , 1.09 ,12
28-May-16,19:10,Adelaide,GWS Giants,Adelaide Oval,107,85,,15,17,13,7, 1.92 , 1.88 ,12
28-May-16,19:25,Essendon,Richmond,MCG,67,105,,10,7,16,9, 5.41 , 1.15 ,12
28-May-16,16:35,St Kilda,Fremantle,Etihad Stadium,101,67,,15,11,10,7, 1.30 , 3.60 ,12
28-May-16,13:40,Melbourne,Port Adelaide,Traeger Park,76,121,,10,16,18,13, 2.02 , 1.79 ,12
28-May-16,13:45,Brisbane,Hawthorn,Gabba,87,135,,13,9,21,9, 7.95 , 1.08 ,12
27-May-16,19:50,Sydney,North Melbourne,SCG,91,65,,14,7,9,11, 1.41 , 2.93 ,12
22-May-16,16:40,St Kilda,Essendon,Etihad Stadium,109,63,,16,13,9,9, 1.18 , 4.84 ,12
22-May-16,15:20,GWS Giants,Western Bulldogs,Spotless Stadium,98,73,,15,8,10,13, 1.39 , 3.01 ,12
22-May-16,13:10,Melbourne,Brisbane,MCG,131,68,,19,17,9,14, 1.16 , 5.13 ,12
21-May-16,17:40,Fremantle,Richmond,Domain Stadium,45,83,,6,9,11,17, 2.22 , 1.66 ,12
21-May-16,19:25,North Melbourne,Carlton,Etihad Stadium,113,46,,17,11,6,10, 1.24 , 4.07 ,12
21-May-16,16:05,Port Adelaide,West Coast,Adelaide Oval,86,94,,13,8,14,10, 2.62 , 1.49 ,12
21-May-16,14:10,Gold Coast,Adelaide,Metricon Stadium,74,149,,11,8,22,17, 11.45 , 1.03 ,12
21-May-16,13:45,Collingwood,Geelong,MCG,104,80,,16,8,11,14, 5.51 , 1.15 ,12
20-May-16,19:50,Hawthorn,Sydney,MCG,55,69,,7,13,10,9, 1.81 , 1.99 ,12
15-May-16,14:40,West Coast,St Kilda,Domain Stadium,132,29,,20,12,3,11, 1.16 , 5.22 ,13
15-May-16,15:20,Melbourne,Western Bulldogs,MCG,82,114,,12,10,17,12, 2.94 , 1.40 ,13
15-May-16,13:10,Carlton,Port Adelaide,Etihad Stadium,93,91,,14,9,13,13, 2.36 , 1.58 ,13
14-May-16,19:25,Brisbane,Collingwood,Gabba,65,143,,10,5,20,23, 1.71 , 2.13 ,13
14-May-16,19:25,Richmond,Sydney,MCG,101,100,,14,17,15,10, 3.55 , 1.30 ,13
14-May-16,16:35,GWS Giants,Gold Coast,Spotless Stadium,149,58,,22,17,9,4, 1.05 , 10.34 ,13
14-May-16,14:10,Hawthorn,Fremantle,University of Tasmania Stadium,116,75,,17,14,11,9, 1.09 , 7.31 ,13
14-May-16,13:45,Essendon,North Melbourne,Etihad Stadium,60,74,,8,12,10,14, 10.13 , 1.05 ,13
13-May-16,19:20,Adelaide,Geelong,Adelaide Oval,72,98,,11,6,13,20, 1.89 , 1.91 ,13
08-May-16,16:10,Port Adelaide,Brisbane,Adelaide Oval,136,59,,21,10,7,17, 1.37 , 3.10 ,12
08-May-16,15:20,St Kilda,North Melbourne,Etihad Stadium,75,82,,11,9,11,16, 3.53 , 1.30 ,12
07-May-16,18:10,Fremantle,GWS Giants,Domain Stadium,77,95,,11,11,14,11, 3.35 , 1.33 ,12
07-May-16,19:25,Western Bulldogs,Adelaide,Etihad Stadium,123,108,,18,15,17,6, 1.73 , 2.12 ,12
07-May-16,17:10,Gold Coast,Melbourne,Metricon Stadium,87,160,,14,3,24,16, 1.86 , 1.94 ,12
07-May-16,16:35,Sydney,Essendon,SCG,135,54,,20,15,7,12, 1.02 , 14.38 ,12
07-May-16,14:10,Geelong,West Coast,Simonds Stadium,123,79,,18,15,12,7, 1.50 , 2.58 ,12
07-May-16,13:45,Collingwood,Carlton,MCG,84,99,,12,12,15,9, 1.54 , 2.47 ,12
06-May-16,19:50,Richmond,Hawthorn,MCG,90,136,,13,12,21,10, 4.12 , 1.24 ,12
01-May-16,14:40,West Coast,Collingwood,Domain Stadium,124,62,,18,16,9,8, 1.12 , 6.22 ,12
01-May-16,15:20,Carlton,Essendon,MCG,72,57,,10,12,8,9, 1.56 , 2.41 ,12
01-May-16,13:10,Brisbane,Sydney,Gabba,94,97,,14,10,15,7, 5.11 , 1.17 ,12
30-Apr-16,19:25,Geelong,Gold Coast,Simonds Stadium,168,48,,25,18,7,6, 1.08 , 7.62 ,12
30-Apr-16,19:25,Richmond,Port Adelaide,MCG,59,94,,8,11,13,16, 1.38 , 3.02 ,12
30-Apr-16,16:35,GWS Giants,Hawthorn,Spotless Stadium,158,83,,24,14,12,11, 2.05 , 1.77 ,12
30-Apr-16,13:40,Adelaide,Fremantle,Adelaide Oval,97,64,,14,13,8,16, 1.08 , 7.94 ,12
30-Apr-16,13:45,Melbourne,St Kilda,Etihad Stadium,96,135,,15,6,20,15, 1.72 , 2.14 ,12
29-Apr-16,19:50,North Melbourne,Western Bulldogs,Etihad Stadium,61,45,,9,7,6,9, 1.80 , 2.01 ,12
25-Apr-16,15:20,Collingwood,Essendon,MCG,142,73,,22,10,11,7, 1.33 , 3.33 ,12
24-Apr-16,19:10,Melbourne,Richmond,MCG,129,96,,20,9,14,12, 2.19 , 1.68 ,12
24-Apr-16,14:15,Fremantle,Carlton,Domain Stadium,68,72,,9,14,10,12, 1.14 , 5.61 ,12
24-Apr-16,13:10,St Kilda,GWS Giants,Etihad Stadium,79,126,,12,7,19,12, 2.38 , 1.57 ,12
23-Apr-16,19:15,Port Adelaide,Geelong,Adelaide Oval,59,107,,8,11,16,11, 2.16 , 1.70 ,12
23-Apr-16,19:25,Western Bulldogs,Brisbane,Etihad Stadium,120,67,,17,18,10,7, 1.12 , 6.37 ,12
23-Apr-16,16:35,Gold Coast,North Melbourne,Metricon Stadium,81,119,,11,15,18,11, 3.05 , 1.38 ,12
23-Apr-16,13:45,Sydney,West Coast,SCG,88,49,,12,16,7,7, 1.61 , 2.30 ,12
22-Apr-16,19:50,Hawthorn,Adelaide,MCG,112,109,,17,10,17,7, 1.41 , 2.91 ,12
17-Apr-16,16:40,North Melbourne,Fremantle,Etihad Stadium,132,101,,20,12,14,17, 1.23 , 4.15 ,12
17-Apr-16,15:20,Collingwood,Melbourne,MCG,67,102,,9,13,16,6, 1.39 , 3.00 ,12
17-Apr-16,13:10,GWS Giants,Port Adelaide,Manuka Oval,151,65,,22,19,9,11, 1.87 , 1.92 ,12
16-Apr-16,19:10,Adelaide,Sydney,Adelaide Oval,113,103,,16,17,15,13, 1.94 , 1.86 ,12
16-Apr-16,19:25,Carlton,Western Bulldogs,Etihad Stadium,49,85,,7,7,13,7, 7.53 , 1.09 ,12
16-Apr-16,16:35,Brisbane,Gold Coast,Gabba,107,94,,14,23,14,10, 3.04 , 1.38 ,12
16-Apr-16,14:10,Hawthorn,St Kilda,University of Tasmania Stadium,87,84,,13,9,13,6, 1.10 , 7.08 ,12
16-Apr-16,13:45,Essendon,Geelong,MCG,42,72,,6,6,9,18, 10.34 , 1.04 ,12
15-Apr-16,18:10,West Coast,Richmond,Domain Stadium,125,57,,18,17,9,3, 1.22 , 4.28 ,12
10-Apr-16,16:40,Geelong,Brisbane,Simonds Stadium,125,56,,18,17,7,14, 1.04 , 11.70 ,12
10-Apr-16,15:20,Western Bulldogs,Hawthorn,Etihad Stadium,90,93,,13,12,14,9, 2.05 , 1.77 ,12
10-Apr-16,13:10,North Melbourne,Melbourne,Blundstone Arena,136,131,,21,10,20,11, 1.13 , 6.03 ,12
09-Apr-16,17:40,West Coast,Fremantle,Domain Stadium,92,59,,12,20,8,11, 1.32 , 3.36 ,12
09-Apr-16,19:25,Gold Coast,Carlton,Metricon Stadium,95,41,,13,17,5,11, 1.15 , 5.50 ,12
09-Apr-16,16:35,Sydney,GWS Giants,SCG,93,68,,14,9,10,8, 1.39 , 3.01 ,12
09-Apr-16,14:10,Richmond,Adelaide,Etihad Stadium,92,128,,13,14,19,14, 1.89 , 1.93 ,12
09-Apr-16,13:45,St Kilda,Collingwood,MCG,119,90,,18,11,14,6, 2.33 , 1.61 ,12
08-Apr-16,19:20,Port Adelaide,Essendon,Adelaide Oval,112,51,,17,10,7,9, 1.11 , 6.78 ,12
03-Apr-16,16:40,Carlton,Sydney,Etihad Stadium,71,131,,10,11,20,11, 4.38 , 1.21 ,12
03-Apr-16,15:20,Hawthorn,West Coast,MCG,99,53,,14,15,7,11, 2.22 , 1.66 ,12
03-Apr-16,13:10,GWS Giants,Geelong,Manuka Oval,89,76,,13,11,11,10, 2.66 , 1.46 ,12
02-Apr-16,16:40,Fremantle,Gold Coast,Domain Stadium,100,126,,14,16,19,12, 1.23 , 4.14 ,12
02-Apr-16,19:25,St Kilda,Western Bulldogs,Etihad Stadium,36,93,,5,6,13,15, 3.88 , 1.25 ,12
02-Apr-16,15:35,Brisbane,North Melbourne,Gabba,83,117,,11,17,17,15, 3.82 , 1.27 ,12
02-Apr-16,14:10,Essendon,Melbourne,MCG,80,67,,11,14,10,7, 5.76 , 1.14 ,12
02-Apr-16,13:15,Adelaide,Port Adelaide,Adelaide Oval,144,86,,22,12,11,20, 1.94 , 1.86 ,12
01-Apr-16,19:50,Collingwood,Richmond,MCG,87,86,,13,9,12,14, 2.04 , 1.78 ,12
28-Mar-16,15:20,Geelong,Hawthorn,MCG,116,86,,18,8,12,14, 2.12 , 1.71 ,12
27-Mar-16,16:40,West Coast,Brisbane,Domain Stadium,166,102,,26,10,15,12, 1.03 , 11.96 ,12
27-Mar-16,14:50,Port Adelaide,St Kilda,Adelaide Oval,133,100,,20,13,15,10, 1.14 , 5.65 ,12
27-Mar-16,13:10,Western Bulldogs,Fremantle,Etihad Stadium,103,38,,15,13,5,8, 1.62 , 2.28 ,12
26-Mar-16,19:25,North Melbourne,Adelaide,Etihad Stadium,107,97,,16,11,14,13, 1.43 , 2.81 ,12
26-Mar-16,19:25,Sydney,Collingwood,SCG,133,53,,18,25,7,11, 1.58 , 2.37 ,12
26-Mar-16,15:35,Gold Coast,Essendon,Metricon Stadium,121,60,,17,19,9,6, 1.14 , 5.93 ,12
26-Mar-16,13:40,Melbourne,GWS Giants,MCG,80,78,,12,8,10,18, 2.45 , 1.55 ,12
24-Mar-16,19:25,Richmond,Carlton,MCG,92,83,,14,8,12,11, 1.23 , 4.11 ,12
03-Oct-15,14:30,West Coast,Hawthorn,MCG,61,107,Y,8,13,16,11, 2.39 , 1.58 ,14
26-Sep-15,17:45,West Coast,North Melbourne,Domain Stadium,80,55,Y,10,20,7,13, 1.19 , 4.74 ,13
25-Sep-15,18:20,Fremantle,Hawthorn,Domain Stadium,67,94,Y,10,7,15,4, 2.25 , 1.65 ,13
19-Sep-15,19:20,Sydney,North Melbourne,ANZ Stadium,51,77,Y,7,9,11,11, 1.62 , 2.30 ,13
18-Sep-15,19:50,Hawthorn,Adelaide,MCG,135,61,Y,21,9,8,13, 1.30 , 3.56 ,13
13-Sep-15,15:20,Richmond,North Melbourne,MCG,88,105,Y,14,4,15,15, 1.58 , 2.38 ,13
12-Sep-15,19:20,Western Bulldogs,Adelaide,MCG,102,109,Y,14,18,16,13, 1.90 , 1.90 ,13
12-Sep-15,13:10,Fremantle,Sydney,Domain Stadium,69,60,Y,10,9,7,18, 1.33 , 3.35 ,13
11-Sep-15,18:20,West Coast,Hawthorn,Domain Stadium,96,64,Y,14,12,9,10, 2.39 , 1.57 ,13
06-Sep-15,15:20,Collingwood,Essendon,MCG,92,95,,14,8,14,11, 1.28 , 3.65 ,13
06-Sep-15,13:10,Melbourne,GWS Giants,Etihad Stadium,103,77,,15,13,11,11, 2.35 , 1.59 ,13
05-Sep-15,17:40,West Coast,St Kilda,Domain Stadium,125,30,,18,17,4,6, 1.04 , 10.33 ,12
05-Sep-15,19:25,Sydney,Gold Coast,SCG,127,64,,19,13,9,10, 1.04 , 10.57 ,12
05-Sep-15,16:40,Hawthorn,Carlton,MCG,113,56,,17,11,8,8, 1.01 , 14.36 ,12
05-Sep-15,15:20,Port Adelaide,Fremantle,Adelaide Oval,122,53,,18,14,8,5, 1.06 , 8.64 ,11
05-Sep-15,13:45,Brisbane,Western Bulldogs,Gabba,130,122,,19,16,19,8, 4.24 , 1.22 ,13
05-Sep-15,13:05,Geelong,Adelaide,Simonds Stadium,119,80,,17,17,11,14, 2.16 , 1.69 ,13
04-Sep-15,19:50,Richmond,North Melbourne,Etihad Stadium,108,67,,16,12,10,7, 1.08 , 8.03 ,13
30-Aug-15,14:40,Fremantle,Melbourne,Domain Stadium,108,54,,17,6,8,6, 1.07 , 8.37 ,12
30-Aug-15,15:20,St Kilda,Sydney,Etihad Stadium,38,135,,4,14,20,15, 4.16 , 1.23 ,12
30-Aug-15,13:10,Adelaide,West Coast,Adelaide Oval,126,69,,19,12,10,9, 2.01 , 1.78 ,12
29-Aug-15,19:20,Essendon,Richmond,MCG,47,74,,7,5,10,14, 6.35 , 1.12 ,12
29-Aug-15,19:20,Gold Coast,Port Adelaide,Metricon Stadium,51,88,,7,9,12,16, 3.22 , 1.35 ,12
29-Aug-15,16:35,North Melbourne,Western Bulldogs,Etihad Stadium,73,96,,10,13,14,12, 1.63 , 2.27 ,12
29-Aug-15,14:10,Hawthorn,Brisbane,University of Tasmania Stadium,134,62,,21,8,9,8, 1.02 , 12.60 ,12
29-Aug-15,13:45,GWS Giants,Carlton,Spotless Stadium,132,51,,20,12,7,9, 1.20 , 4.59 ,12
28-Aug-15,19:50,Geelong,Collingwood,MCG,62,110,,9,8,17,8, 1.41 , 2.93 ,12
23-Aug-15,14:40,West Coast,Western Bulldogs,Domain Stadium,162,85,,25,12,13,7, 1.30 , 3.56 ,13
23-Aug-15,15:20,Carlton,Melbourne,MCG,78,55,,12,6,7,13, 3.08 , 1.38 ,13
23-Aug-15,13:10,North Melbourne,Fremantle,Etihad Stadium,94,83,,14,10,12,11, 1.66 , 2.23 ,13
22-Aug-15,19:10,Adelaide,Brisbane,Adelaide Oval,131,44,,20,11,6,8, 1.07 , 8.81 ,13
22-Aug-15,19:20,St Kilda,Geelong,Etihad Stadium,97,97,,14,13,15,7, 4.40 , 1.21 ,13
22-Aug-15,16:35,Gold Coast,Essendon,Metricon Stadium,97,95,,14,13,14,11, 1.52 , 2.52 ,13
22-Aug-15,14:10,GWS Giants,Sydney,Spotless Stadium,44,133,,6,8,20,13, 2.53 , 1.52 ,13
22-Aug-15,13:45,Collingwood,Richmond,MCG,56,147,,7,14,23,9, 2.92 , 1.41 ,13
21-Aug-15,19:50,Hawthorn,Port Adelaide,Etihad Stadium,86,108,,13,8,16,12, 1.07 , 8.64 ,12
16-Aug-15,14:40,Fremantle,West Coast,Domain Stadium,80,104,,11,14,15,14, 1.64 , 2.26 ,12
16-Aug-15,15:20,Western Bulldogs,Melbourne,Etihad Stadium,153,55,,24,9,8,7, 1.22 , 4.28 ,12
16-Aug-15,13:10,Richmond,Gold Coast,MCG,138,55,,22,6,8,7, 1.12 , 6.34 ,12
15-Aug-15,19:20,Brisbane,Carlton,Gabba,131,67,,20,11,9,13, 1.64 , 2.27 ,12
15-Aug-15,19:20,Geelong,Hawthorn,MCG,85,121,,12,13,19,7, 4.17 , 1.23 ,12
15-Aug-15,16:05,Port Adelaide,GWS Giants,Adelaide Oval,111,90,,16,15,13,12, 1.26 , 3.91 ,12
15-Aug-15,14:10,North Melbourne,St Kilda,Blundstone Arena,120,83,,18,12,11,17, 1.16 , 5.23 ,12
15-Aug-15,13:45,Essendon,Adelaide,Etihad Stadium,59,171,,8,11,27,9, 3.54 , 1.30 ,12
14-Aug-15,19:50,Sydney,Collingwood,SCG,87,76,,13,9,10,16, 1.35 , 3.24 ,12
09-Aug-15,16:40,St Kilda,Fremantle,Etihad Stadium,59,96,,8,11,15,6, 2.72 , 1.46 ,12
09-Aug-15,15:20,GWS Giants,Essendon,Spotless Stadium,93,61,,14,9,8,13, 1.26 , 3.88 ,12
09-Aug-15,13:10,Melbourne,North Melbourne,MCG,92,127,,14,8,19,13, 3.39 , 1.32 ,12
08-Aug-15,15:40,West Coast,Hawthorn,Domain Stadium,74,88,,11,8,13,10, 2.40 , 1.56 ,13
